Name,Latitude,Longitude,Address,City,Post Code,Phone,Opening Times,,,,,,,,,,,,,,,
Whitstable Harbour WC,51.3623261,1.0275454,Harbour Road,Kent,CT5 1AD,0122 7862000,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
"Hopwood Park, Welcome Break Services",52.3637176,-1.9457664,M42 Motorway - Junction 2,Alvechurch,B48 7AU,00Te :012144,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Sailmakers Shopping Centre,52.0584436,1.1542425,11 Tavern Street,Ipswich,IP1 3BB,0147 3226386,"Mon: 08:00 - 18:00, Tue: 08:00 - 18:00, Wed: 08:00 - 18:00, Thu: 08:00 - 18:00, Fri: 08:00 - 18:00, Sat: 08:00 - 18:00, Sun: 10:30 - 16:30",,,,,,,,,,,,,,,
Glasgow Central Station (Network Rail),55.8595699,-4.2585015,Gordon Street,Glasgow,G1 3SL,00Te :014133,"Mon: 04:00 - 00:30, Tue: 04:00 - 00:30, Wed: 04:00 - 00:30, Thu: 04:00 - 00:30, Fri: 04:00 - 00:30, Sat: 04:00 - 00:50, Sun: 07:00 - 00:30",,,,,,,,,,,,,,,
Scope in Plymouth,50.3721862,-4.1435111,75-77 Cornwall Street,Plymouth,PL1 1NS,00Te :017522,"Mon: 08:00 - 16:30, Tue: 08:00 - 16:30, Wed: 08:00 - 16:30, Thu: 08:00 - 16:30, Fri: 08:00 - 16:30, Sat: 00:00 - 00:00, Sun: 00:00 - 00:00",,,,,,,,,,,,,,,
Robinson Pool,52.1449306,-0.4686819,Bedford Park,Bedford,MK40 2JZ,0123 4357157,"Mon: 06:00 - 22:00, Tue: 06:00 - 22:00, Wed: 06:00 - 22:00, Thu: 06:00 - 22:00, Fri: 06:00 - 22:00, Sat: 19:30 - 17:00, Sun: 19:30 - 17:00",,,,,,,,,,,,,,,
London Aquatics Centre,51.5400632,-0.0105069,Queen Elizabeth Olympic Park,London,E20 2ZQ,0208 5363150,"Mon: 06:00 - 22:30, Tue: 06:00 - 22:30, Wed: 06:00 - 22:30, Thu: 06:00 - 22:30, Fri: 06:00 - 22:30, Sat: 06:00 - 22:30, Sun: 06:00 - 22:30",,,,,,,,,,,,,,,
Wigston Pool and Fitness Centre,52.58131,-1.1212906,Station Road,Leicester,LE18 2DP,0116 2885346,"Mon: 07:00 - 22:00, Tue: 07:00 - 22:00, Wed: 07:00 - 22:00, Thu: 07:00 - 22:00, Fri: 07:00 - 22:00, Sat: 07:00 - 19:00, Sun: 07:00 - 19:00",,,,,,,,,,,,,,,
Towcester Centre for Leisure,52.1267349,-1.0003748,Springfields,,NN12 6UW,0132 7322480,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 22:00, Sat: 08:00 - 16:00, Sun: 08:00 - 16:00",,,,,,,,,,,,,,,
Banbridge Health and Care Centre,54.3482501,-6.2784309,10 Old Hospital Road,,BT32 3GN,0284 0662866,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: 00:00 - 00:00, Sun: 00:00 - 00:00",,,,,,,,,,,,,,,
SouthGate Bath Shopping Centre,51.3788468,-2.3592111,12 Southgate Street,Bath,BA1 1AQ,0122 5469061,"Mon: 08:00 - 18:00, Tue: 08:00 - 18:00, Wed: 08:00 - 18:00, Thu: 08:00 - 18:00, Fri: 08:00 - 18:00, Sat: 08:00 - 18:00, Sun: 08:00 - 18:00",,,,,,,,,,,,,,,
Gordano Welcome Break Services,51.4775069,-2.7079287,M5 Motorway,Portbury,BS20 7XG,0127 5373624,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
The Way Youth Zone,52.5815945,-2.1318186,School Street,Wolverhampton,WV3 0NR,00Te :019023,"Mon: 07:30 - 22:00, Tue: 07:30 - 21:00, Wed: 07:30 - 22:00, Thu: 07:30 - 21:00, Fri: 07:30 - 22:00, Sat: 10:00 - 22:00, Sun: 10:00 - 21:00",,,,,,,,,,,,,,,
Worthing Dome Public Toilets,50.8099891,-0.3684992,Marine Parade,Worthing,BN11 3PT,00Te :019032,"Mon: 09:00 - 18:00, Tue: 09:00 - 18:00, Wed: 09:00 - 18:00, Thu: 09:00 - 18:00, Fri: 09:00 - 18:00, Sat: 09:00 - 18:00, Sun: 09:00 - 18:00",,,,,,,,,,,,,,,
Queen Cross Network,52.5057567,-2.0956059,Wellington Road,Dudley,DY1 1RB,00Te :013848,"Mon: 08:00 - 17:00, Tue: 08:00 - 17:00, Wed: 08:00 - 17:00, Thu: 08:00 - 17:00, Fri: 08:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Attingham Park,52.6849681,-2.6677311,Shrewsbury,,SY4 4TP,0174 3708166,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
The Wheel Inn,56.4214974,-3.3982966,37 Angus Rd,Scone,PH2 6RA,0173 8551518,"Mon: 10:00 - 11:00, Tue: 10:00 - 11:00, Wed: 10:00 - 11:00, Thu: 10:00 - 12:00, Fri: 10:00 - 12:00, Sat: 10:00 - 12:00, Sun: 11:00 - 12:00",,,,,,,,,,,,,,,
Solihull Library,52.4118756,-1.7799269,Homer Road,Solihull,B91 3RG,0121 7046965,"Mon: 09:00 - 20:00, Tue: 09:00 - 18:00, Wed: 09:00 - 18:00, Thu: 09:00 - 20:00, Fri: Contact for Information, Sat: 09:00 - 17:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Parklands Leisure Centre,52.5933117,-1.0874007,Washbrook Lane,Leicester,LE2 5QG,0116 2720789,"Mon: 18:30 - 23:00, Tue: 18:30 - 23:00, Wed: 18:30 - 23:00, Thu: 18:30 - 23:00, Fri: 18:30 - 23:00, Sat: 07:00 - 22:00, Sun: 07:00 - 22:00",,,,,,,,,,,,,,,
Parkview Centre,52.4066471,-1.7846879,Monkspath Hall Road,Solihull,B91 3LU,0121 7047499,"Mon: 09:00 - 16:00, Tue: 09:00 - 16:00, Wed: 09:00 - 16:00, Thu: 09:00 - 16:00, Fri: 09:00 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Clwyd Special Riding Centre Ltd,53.1045586,-3.0809164,Llanfyndd,Flintshire,LL11 5HN,0135 2770446,"Mon: 08:00 - 17:00, Tue: 08:00 - 17:00, Wed: 08:00 - 17:00, Thu: 08:00 - 17:00, Fri: 08:00 - 17:00, Sat: 08:00 - 17:00, Sun: 08:00 - 17:00",,,,,,,,,,,,,,,
Bristol Community Links South,51.419294,-2.5969584,Langhill Avenue,,BS4 1TN,0117 3772720,"Mon: 08:00 - 17:00, Tue: 08:00 - 17:00, Wed: 08:00 - 17:00, Thu: 08:00 - 17:00, Fri: 08:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Renewal Family Centre,52.4261443,-1.7748903,Vulcan Road,Solihull,B91 2JR,,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: 09:00 - 14:00, Sun: 09:00 - 14:00",,,,,,,,,,,,,,,
Leicester Sports Arena,52.6435546,-1.1308822,31 Charter Street,Leicester,LE1 3UD,0116 3269700,"Mon: 07:00 - 23:00, Tue: 07:00 - 23:00, Wed: 07:00 - 23:00, Thu: 07:00 - 23:00, Fri: 07:00 - 23:00, Sat: 00:00 - 00:00, Sun: 00:00 - 00:00",,,,,,,,,,,,,,,
University of Worcester,52.1970081,-2.2428437,Henwick Grove,Worcester,WR2 6AJ,00Te :019058,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Longdown Activity Farm,50.8945674,-1.5059119,Deerleap Lane,Southampton,SO40 7EH,0238 0292837,"Mon: 10:00 - 17:00, Tue: 10:00 - 17:00, Wed: 10:00 - 17:00, Thu: 10:00 - 17:00, Fri: 10:00 - 17:00, Sat: 10:00 - 17:00, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
West Highland College UHI,56.8225306,-5.107794,Carmichael Way,Fort William,PH33 6FF,0139 7874000,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Capability Scotland - Dundee - Facility One,56.4623546,-2.9601448,"Unit 10, City Quay",Dundee,DD1 3JA,0138 2737238,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Capability Scotland - Dundee - Facility Two,56.4623546,-2.9601448,"Unit 10, City Quay",Dundee,DD1 3JA,0138 2737238,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Mencap Centre,54.557464,-5.912044,5 School Road,Belfast,BT8 6BT,0289 0690161,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Sandy Lane Park and Aqua Park,53.1871564,-2.8695772,Sandy Lane,Chester,CH3 5UL,0300 1237026,"Mon: 11:00 - 17:00, Tue: 11:00 - 17:00, Wed: 11:00 - 17:00, Thu: 11:00 - 17:00, Fri: 11:00 - 17:00, Sat: 11:00 - 17:00, Sun: 11:00 - 17:00",,,,,,,,,,,,,,,
Colchester Zoo,51.8628568,0.8349294,Maldon Road,Colchester,CO3 0SL,0120 6331292,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Emerald Community Centre (The),52.651548,-1.0923321,450 Gipsy Lane,,LE5 0TB,0116 2769186,"Mon: 09:30 - 16:30, Tue: 09:30 - 16:30, Wed: 09:30 - 16:30, Thu: 09:30 - 16:30, Fri: 09:30 - 16:30, Sat: 12:00 - 11:00, Sun: 12:00 - 11:00",,,,,,,,,,,,,,,
Eastbourne Arndale Centre,50.7686862,0.2854753,Terminus Road,,BN21 3NW,00Te :013236,"Mon: 08:00 - 18:30, Tue: 08:00 - 18:30, Wed: 08:00 - 18:30, Thu: 08:00 - 19:30, Fri: 08:00 - 19:30, Sat: 08:00 - 18:30, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
Chesterfield Market Hall,53.2355917,-1.4280384,Market Place,Chesterfield,S40 1AR,0124 6345999,"Mon: 08:00 - 05:00, Tue: 08:00 - 05:00, Wed: 08:00 - 05:00, Thu: 08:00 - 05:00, Fri: 08:00 - 05:00, Sat: 08:00 - 05:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Martello Park Public Conveniences,51.9435989,1.3280616,Martello Park South Car Park (off Manor Terrace),Felixstowe,IP11 2GD,0139 4383789,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
De Montfort University - Queen Elizabeth II Diamond Jubilee Leisure Centre,52.63221,-1.1436349,50 Duns Lane,Leicester,LE3 5LX,0116 2506400,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 22:00, Sat: 08:30 - 18:00, Sun: 08:30 - 18:00",,,,,,,,,,,,,,,
Girdwood Community Hub,54.612791,-5.9426865,10 Girdwood Avenue,Belfast,BT14 6DT,0289 5217870,"Mon: 09:00 - 21:00, Tue: 09:00 - 21:00, Wed: 09:00 - 21:00, Thu: 09:00 - 21:00, Fri: 09:00 - 21:00, Sat: 10:00 - 16:00, Sun: 10:00 - 16:00",,,,,,,,,,,,,,,
Bristol Family Cycling Centre,51.4092722,-2.5778762,Old Whitchurch Athletics Track,Bristol,BS14 0XA,00Te :011792,"Mon: 09:00 - 16:00, Tue: 09:00 - 16:00, Wed: 09:00 - 16:00, Thu: 09:00 - 16:00, Fri: 09:00 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
SSE Hydro,55.8602237,-4.2848666,Exhibition Way,Glasgow,G3 8YW,0141 2483000,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Pilgrims Progress,52.1359524,-0.4717192,42 Midland Road,Bedford,MK40 1QB,0123 4363751,"Mon: 06:00 - 23:59, Tue: 06:00 - 23:59, Wed: 06:00 - 23:59, Thu: 06:00 - 23:59, Fri: 06:00 - 23:59, Sat: 06:00 - 01:00, Sun: 06:00 - 01:00",,,,,,,,,,,,,,,
Jubilee House,53.7374391,-2.9469493,East Beach,Lytham,FY8 5FT,0125 3600140,"Mon: 08:00 - 17:00, Tue: 08:00 - 17:00, Wed: 08:00 - 17:00, Thu: 08:00 - 17:00, Fri: 08:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Abbey Park,52.6448889,-1.135269,Abbey Park Road,Leicester,LE4 5AQ,0116 4541003,"Mon: 07:30 - 16:30, Tue: 07:30 - 16:30, Wed: 07:30 - 16:30, Thu: 07:30 - 16:30, Fri: 07:30 - 16:30, Sat: 07:30 - 16:30, Sun: 07:30 - 16:30",,,,,,,,,,,,,,,
Haymarket Bus Station,52.6376384,-1.131189,37 Belgrave Gate,Leicester,LE1 3HP,,"Mon: 05:00 - 23:45, Tue: 05:00 - 23:45, Wed: 05:00 - 23:45, Thu: 05:00 - 23:45, Fri: 05:00 - 23:45, Sat: 06:00 - 23:45, Sun: 09:00 - 23:45",,,,,,,,,,,,,,,
Grimsby Leisure Centre,53.5690386,-0.1140241,Cromwell Road,South Humberside,DN31 2BH,00Te :014723,"Mon: 07:00 - 20:30, Tue: 07:00 - 20:30, Wed: 07:00 - 20:30, Thu: 07:00 - 20:30, Fri: 07:00 - 20:30, Sat: 08:00 - 15:30, Sun: 07:00 - 15:30",,,,,,,,,,,,,,,
The Glades Shopping Centre,51.4056425,0.0165067,"High Street,","Bromley,",BR1 1DN,0208 3139292,"Mon: 09:00 - 19:00, Tue: 09:00 - 19:00, Wed: 09:00 - 19:00, Thu: 09:00 - 21:00, Fri: 09:00 - 19:00, Sat: 09:00 - 19:00, Sun: 11:00 - 17:00",,,,,,,,,,,,,,,
The Mossy Well,51.5908204,-0.1416666,258 Muswell Hill Broadway,London,N10 3SH,0208 4442914,"Mon: 08:00 - 23:30, Tue: 08:00 - 23:30, Wed: 08:00 - 23:30, Thu: 08:00 - 23:30, Fri: 08:00 - 01:00, Sat: 08:00 - 01:00, Sun: 08:00 - 23:30",,,,,,,,,,,,,,,
Wetherspoons Waverley,55.9515425,-3.1915751,The Booking Office,Edinburgh,EH1 1BQ,0131 5581003,"Mon: 06:00 - 23:59, Tue: 06:00 - 23:59, Wed: 06:00 - 23:59, Thu: 06:00 - 23:59, Fri: 06:00 - 23:59, Sat: 06:00 - 23:59, Sun: 06:00 - 23:59",,,,,,,,,,,,,,,
Thistle's Centre of Wellbeing,55.9310448,-3.1311468,Niddrie Mains Road,Edinburgh,EH16 4EA,0131 6613366,"Mon: 08:15 - 18:00, Tue: 08:15 - 18:00, Wed: 08:15 - 18:00, Thu: 08:15 - 18:00, Fri: 08:15 - 13:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
The Galleries Shopping Centre,54.8994455,-1.5319298,Washington,Tyne and Wear,NE38 7SD,0191 4167177,"Mon: 08:00 - 18:00, Tue: 08:00 - 18:00, Wed: 08:00 - 18:00, Thu: 08:00 - 18:00, Fri: 08:00 - 18:00, Sat: 09:00 - 17:00, Sun: 09:00 - 17:00",,,,,,,,,,,,,,,
Manchester Central Library,53.4781239,-2.2447152,St. Peters Square,Manchester,M2 5PD,0161 2343123,"Mon: 09:00 - 20:00, Tue: 09:00 - 20:00, Wed: 09:00 - 20:00, Thu: 09:00 - 20:00, Fri: 09:00 - 17:00, Sat: 09:00 - 17:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Friars Walk Shopping Centre,51.5874706,-2.9941774,John Frost Square,Newport,NP20 1EA,0163 3253723,"Mon: 06:00 - 19:00, Tue: 06:00 - 19:00, Wed: 06:00 - 19:00, Thu: 06:00 - 19:00, Fri: 06:00 - 19:00, Sat: 06:00 - 19:00, Sun: 06:00 - 19:00",,,,,,,,,,,,,,,
The Core Shopping Centre,53.7989761,-1.5440025,The Headrow,Leeds,LS1 6JB,,"Mon: 08:00 - 22:00, Tue: 08:00 - 22:00, Wed: 08:00 - 22:00, Thu: 08:00 - 22:00, Fri: 08:00 - 22:00, Sat: 08:00 - 22:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Paultons Park,50.9475806,-1.5525339,Ower,,SO51 6AL,0238 0814442,"Mon: 10:00 - 17:00, Tue: 10:00 - 17:00, Wed: 10:00 - 17:00, Thu: 10:00 - 17:00, Fri: 10:00 - 17:00, Sat: 10:00 - 18:00, Sun: 10:00 - 18:00",,,,,,,,,,,,,,,
East West Community Centre,52.6275253,-1.147447,10 Wilberforce Road,Leicester,LE3 0GT,0116 2550575,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
The Lifeboat,53.5562628,-3.0597371,41 Three Tuns Lane,Merseyside,L37 4AQ,,"Mon: 08:00 - 23:30, Tue: 08:00 - 23:30, Wed: 08:00 - 23:30, Thu: 08:00 - 00:00, Fri: 08:00 - 00:00, Sat: 08:00 - 00:00, Sun: 08:00 - 23:30",,,,,,,,,,,,,,,
Walkergate Park,54.9891403,-1.5617549,Benfield Road,Newcastle upon Tyne,NE6 4QD,,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
McArthurGlen East Midlands Designer Outlet,53.1080645,-1.311868,Mansfield Road,Derbyshire,DE55 2JW,0177 3545000,"Mon: 10:00 - 18:00, Tue: 10:00 - 18:00, Wed: 10:00 - 18:00, Thu: 10:00 - 20:00, Fri: 10:00 - 20:00, Sat: 09:30 - 19:00, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
Hednesford Park Pavilion,52.7149182,-1.9940392,Hednesford Park,Rugeley Road,WS12 1QR,0154 3877079,"Mon: 09:00 - 18:00, Tue: 09:00 - 18:00, Wed: 09:00 - 18:00, Thu: 09:00 - 18:00, Fri: 09:00 - 18:00, Sat: 09:00 - 18:00, Sun: 09:00 - 18:00",,,,,,,,,,,,,,,
JD Wetherspoons Sandford House,52.3309316,-0.1855115,George Street,Huntingdon,PE29 3BD,,"Mon: 07:00 - 00:00, Tue: 07:00 - 00:00, Wed: 07:00 - 00:00, Thu: 07:00 - 00:00, Fri: 07:00 - 01:00, Sat: 07:00 - 01:00, Sun: 07:00 - 00:00",,,,,,,,,,,,,,,
"The Pulse, Dursley",51.6828046,-2.3559049,Castle Street,Dursey,GL11 4BS,0145 3546441,"Mon: 06:30 - 21:00, Tue: 06:30 - 21:00, Wed: 06:30 - 21:00, Thu: 06:30 - 21:00, Fri: 06:30 - 21:00, Sat: 08:00 - 20:00, Sun: 08:00 - 20:00",,,,,,,,,,,,,,,
Seaburn Shelter,54.9364326,-1.3687069,Whitburn Road,Seaburn,SR6 8AA,0191 5205555,"Mon: 06:00 - 20:00, Tue: 06:00 - 20:00, Wed: 06:00 - 20:00, Thu: 06:00 - 20:00, Fri: 06:00 - 20:00, Sat: 06:00 - 20:00, Sun: 06:00 - 20:00",,,,,,,,,,,,,,,
Drayton Manor,52.6122218,-1.7136489,Drayton Manor Dr,Tamworth,B78 3TW,0182 7252400,"Mon: 09:30 - 17:00, Tue: 09:30 - 17:00, Wed: 09:30 - 17:00, Thu: 09:30 - 17:00, Fri: 09:30 - 17:00, Sat: 09:30 - 17:00, Sun: 09:30 - 17:00",,,,,,,,,,,,,,,
Cornwall Services,50.4259275,-4.8174379,Victoria Interchange,St Austell,PL26 8UF,0172 6891406,"Mon: 06:00 - 23:00, Tue: 06:00 - 23:00, Wed: 06:00 - 23:00, Thu: 06:00 - 23:00, Fri: 06:00 - 23:00, Sat: 06:00 - 23:00, Sun: 06:00 - 23:00",,,,,,,,,,,,,,,
Northgate Chichester,50.840993,-0.7780916,Northgate Car Park,Chichester,PO19 1BL,0124 3534619,"Mon: 07:00 - 19:30, Tue: 07:00 - 19:30, Wed: 07:00 - 19:30, Thu: 07:00 - 19:30, Fri: 07:00 - 19:30, Sat: 07:00 - 19:30, Sun: 07:00 - 19:30",,,,,,,,,,,,,,,
Great Notley Country Park,51.863838,0.5164924,Gt. Notley,Braintree,CM77 7FS,0137 6347134,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Ashford Hospital,51.444061,-0.4733268,London Road,Ashford,TW15 3AA,0178 4884584,"Mon: 08:30 - 18:00, Tue: 08:30 - 18:00, Wed: 08:30 - 18:00, Thu: 08:30 - 18:00, Fri: 08:30 - 18:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Sarn Park Welcome Break Motorway Services,51.5347227,-3.5782079,Sarn Park,Glamorgan,CF32 9SY,0165 6655332,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Corley North Welcome Break Motorway Services,52.4709752,-1.5476813,Highfield Lane,,CV7 8NR,0167 6540111,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Lakewood Wellbeing (Facility 2),52.7110723,-2.5219583,Severn Drive,Telford,TF1 3JR,0195 2381530,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Lakewood Wellbeing (Facility 1),52.7110723,-2.5219583,Severn Drive,Telford,TF1 3JR,0195 2381530,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Lakewood Wellbeing (Facility 3),52.7110723,-2.5219583,Severn Drive,Telford,TF1 3JR,0195 2381530,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
JD Wetherspoon - The Iron Duke,50.9786936,-3.2279146,Cornhill Street,Wellington,TA21 8LS,,"Mon: 07:00 - 00:00, Tue: 07:00 - 00:00, Wed: 07:00 - 00:00, Thu: 07:00 - 00:00, Fri: 07:00 - 01:00, Sat: 07:00 - 01:00, Sun: 07:00 - 00:00",,,,,,,,,,,,,,,
Great Ormond Street Hospital (Facility 2),51.5222168,-0.1204083,Great Ormond Street,London,WC1N 3JH,0207 4059200,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Bangor Aurora Aquatic and Leisure Complex (Cafe Area),54.6525247,-5.6641638,3 Valentine Road,Bangor,BT20 4TH,0289 1270271,"Mon: 06:00 - 22:00, Tue: 06:00 - 22:00, Wed: 06:00 - 22:00, Thu: 06:00 - 22:00, Fri: 06:00 - 22:00, Sat: 07:00 - 20:00, Sun: 08:00 - 20:00",,,,,,,,,,,,,,,
Bangor Aurora Aquatic and Leisure Complex (Wetside),54.6525247,-5.6641638,3 Valentine Road,Bangor,BT20 4TH,0289 1270271,"Mon: 06:00 - 22:00, Tue: 06:00 - 22:00, Wed: 06:00 - 22:00, Thu: 06:00 - 22:00, Fri: 06:00 - 22:00, Sat: 07:00 - 20:00, Sun: 08:00 - 20:00",,,,,,,,,,,,,,,
Impulse Leisure Chanctonbury,50.9210967,-0.4575614,Spierbridge Road,Pulborough,RH20 4BG,0190 3746070,"Mon: 06:30 - 22:00, Tue: 08:00 - 22:00, Wed: 06:30 - 22:00, Thu: 08:00 - 22:00, Fri: 06:30 - 22:00, Sat: 09:00 - 16:30, Sun: 09:00 - 18:30",,,,,,,,,,,,,,,
Abbey Rise Day Centre,50.5476494,-4.1442127,Abbey Rise (off Whitchurch Road),Tavistock,PL19 9AS,0139 2381051,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
"Guildhall, Hull (The)",53.7442494,-0.3335251,Alfred Gelder Street,Hull,HU1 2AA,0148 2613005,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 22:00, Sat: 08:30 - 17:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Kelvin Hall,55.8617957,-4.2749007,1445 Argyle Street,Glasgow,G3 8AW,0141 2761450,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 22:00, Sat: 10:00 - 17:00, Sun: 08:00 - 20:00",,,,,,,,,,,,,,,
Ashington Leisure Centre,55.1853054,-1.5685699,Lintonville Terrace,,NE63 9JY,0167 0542222,"Mon: 07:00 - 22:00, Tue: 07:00 - 22:00, Wed: 07:00 - 22:00, Thu: 07:00 - 22:00, Fri: 07:00 - 22:00, Sat: 09:00 - 18:00, Sun: 09:00 - 21:00",,,,,,,,,,,,,,,
